Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Travaux,9021092,Aucune,6,4,2,18,14103951,Non conforme,Oui,Non
Travaux,6968825,Retenu,6,3,5,13,44603715,Conforme,Oui,Non
Services,9171537,Retenu,6,10,3,10,26262186,Non conforme,Non,Non
Travaux,6370030,Retenu,4,10,0,11,23177379,Conforme,Oui,Non
Fournitures,8210795,Retenu,8,1,1,18,39895568,Non conforme,Oui,Non
Travaux,5164871,Retenu,3,2,1,12,48391954,Conforme,Non,Oui
Services,6554119,Caution,3,8,4,17,16505194,Conforme,Non,Oui
Fournitures,9100755,Caution,3,2,3,16,31453183,Conforme,Oui,Non
Fournitures,7861065,Retenu,4,2,5,13,12378402,Conforme,Non,Oui
Travaux,9192030,Caution,8,4,5,20,44218129,Conforme,Oui,Non
Services,7442875,Retenu,4,3,1,19,31847286,Non conforme,Oui,Non
Travaux,5321560,Retenu,3,3,2,15,38542245,Non conforme,Oui,Non
Travaux,7353536,Retenu,3,2,1,19,28301264,Non conforme,Non,Oui
Fournitures,9702350,Caution,3,10,3,12,41127779,Non conforme,Non,Non
Services,6953675,Aucune,8,9,3,14,41277922,Non conforme,Oui,Non
Services,6325448,Caution,3,8,3,14,13493354,Non conforme,Oui,Non
Travaux,9851458,Retenu,4,10,4,15,27372745,Conforme,Non,Non
Fournitures,6899395,Caution,8,6,0,12,36546795,Conforme,Oui,Non
Services,6636529,Aucune,6,4,5,14,16939376,Conforme,Oui,Non
Services,6831730,Retenu,4,7,0,16,23589659,Conforme,Non,Oui
Fournitures,4322333,Aucune,3,3,5,16,46940333,Conforme,Non,Oui
Fournitures,5690304,Retenu,8,5,4,12,22319362,Conforme,Non,Oui
Travaux,8966140,Caution,4,6,2,15,10264166,Non conforme,Oui,Non
Fournitures,8465441,Aucune,8,6,5,13,41517013,Non conforme,Oui,Non
Fournitures,9809348,Caution,4,5,1,12,49118786,Non conforme,Oui,Non
Fournitures,7784327,Retenu,8,10,1,12,10770242,Conforme,Non,Oui
Fournitures,9928384,Aucune,8,4,3,14,27773575,Conforme,Non,Non
Services,9325908,Aucune,4,6,1,16,44214959,Non conforme,Oui,Non
Services,4443054,Aucune,8,2,2,19,26753258,Non conforme,Non,Oui
Fournitures,8225281,Aucune,8,7,3,14,11049281,Non conforme,Non,Non
Fournitures,7772289,Retenu,6,7,2,14,19824932,Conforme,Non,Oui
Travaux,8582412,Caution,4,3,0,14,22285116,Conforme,Non,Oui
Services,8957980,Aucune,4,1,2,12,30395235,Conforme,Oui,Non
Fournitures,4505457,Retenu,3,9,5,10,10566532,Non conforme,Oui,Non
Services,9884060,Aucune,8,8,4,13,39086284,Non conforme,Non,Non
Fournitures,4838151,Caution,6,10,3,10,35278507,Non conforme,Non,Non
Services,6677394,Retenu,8,4,2,17,16907314,Conforme,Non,Oui
Travaux,7178826,Caution,4,7,4,15,35578697,Non conforme,Non,Oui
Fournitures,4445954,Aucune,6,8,2,12,21120231,Conforme,Oui,Non
Services,8279121,Aucune,8,8,1,12,23036957,Conforme,Oui,Non
Travaux,6412447,Retenu,8,10,1,16,19734435,Conforme,Non,Oui
Travaux,5893566,Caution,6,7,1,10,23147981,Conforme,Non,Oui
Travaux,5540693,Caution,4,3,2,18,24088974,Conforme,Non,Oui
Fournitures,8883967,Retenu,3,4,4,18,22283625,Conforme,Non,Oui
Services,5080263,Caution,6,2,2,19,39320548,Conforme,Oui,Non
Travaux,7593731,Caution,8,6,4,13,22561539,Non conforme,Oui,Non
Travaux,7991714,Aucune,8,8,1,10,37804848,Non conforme,Oui,Non
Services,6729199,Aucune,3,6,3,20,33086187,Non conforme,Oui,Non
Fournitures,6583639,Aucune,6,1,1,12,13516709,Conforme,Oui,Non
Services,4965963,Retenu,8,3,2,20,40721550,Non conforme,Oui,Non
Travaux,8345201,Retenu,4,3,4,11,25088322,Conforme,Oui,Non
Fournitures,5800736,Retenu,3,8,2,10,42540027,Conforme,Non,Oui
Services,7475432,Aucune,4,1,2,14,14736427,Non conforme,Non,Oui
Services,4551708,Aucune,6,7,3,13,43689905,Conforme,Oui,Non
Services,9316300,Caution,3,5,4,18,11842855,Conforme,Oui,Non
Travaux,8523713,Retenu,8,10,3,11,15496006,Non conforme,Non,Non
Services,9155551,Aucune,4,8,5,15,23774050,Conforme,Non,Non
Travaux,8160084,Caution,4,8,3,20,41864585,Non conforme,Non,Oui
Travaux,9507427,Retenu,3,10,4,10,17456307,Conforme,Non,Non
Travaux,7765159,Retenu,6,3,0,18,42160731,Conforme,Oui,Non
Travaux,8604526,Caution,8,7,1,17,41342489,Non conforme,Oui,Non
Travaux,4538846,Retenu,6,8,1,17,47483251,Non conforme,Non,Oui
Fournitures,7820312,Retenu,8,9,5,11,35883225,Conforme,Oui,Non
Fournitures,9429017,Aucune,4,2,5,10,40556341,Non conforme,Oui,Non
Services,5514575,Aucune,4,6,0,12,24216863,Conforme,Non,Oui
Travaux,4413233,Caution,3,6,1,18,29247331,Non conforme,Non,Oui
Fournitures,9107093,Aucune,4,5,2,11,17279433,Conforme,Oui,Non
Fournitures,9529081,Caution,4,9,1,20,33446517,Conforme,Non,Oui
Fournitures,4733330,Caution,4,1,3,10,37643227,Conforme,Non,Oui
Fournitures,9684767,Caution,6,5,0,10,21569937,Conforme,Oui,Non
Services,5930707,Retenu,3,1,3,15,12098826,Non conforme,Non,Oui
Travaux,9284977,Retenu,4,2,2,20,40273372,Conforme,Oui,Non
Services,4002898,Aucune,4,1,2,13,40592638,Non conforme,Non,Non
Travaux,4193972,Caution,4,7,5,20,36614745,Conforme,Oui,Non
Travaux,8817585,Aucune,8,6,5,16,35613235,Conforme,Non,Oui
Travaux,7289650,Retenu,6,1,2,16,41548850,Non conforme,Oui,Non
Fournitures,6044635,Aucune,8,2,2,16,45667911,Non conforme,Non,Oui
Fournitures,4079677,Caution,6,3,3,19,35770867,Conforme,Non,Oui
Services,4962029,Caution,3,4,5,13,48118141,Non conforme,Non,Non
Travaux,7794026,Retenu,4,5,1,13,19563451,Conforme,Oui,Non
Travaux,5457888,Retenu,6,3,3,19,19829378,Non conforme,Oui,Non
Fournitures,8063793,Caution,6,9,3,11,10481680,Non conforme,Oui,Non
Services,7932812,Caution,6,10,2,17,14545983,Conforme,Non,Oui
Fournitures,5570232,Aucune,4,2,1,13,23216478,Non conforme,Non,Non
Travaux,5753208,Retenu,6,5,4,12,47345048,Non conforme,Non,Non
Services,8718812,Aucune,6,4,4,12,11270961,Non conforme,Non,Non
Fournitures,5089333,Retenu,3,10,5,13,38590133,Conforme,Oui,Non
Fournitures,4320271,Retenu,6,7,3,18,27997880,Non conforme,Non,Oui
Travaux,8962804,Aucune,6,8,3,12,40726754,Conforme,Oui,Non
Fournitures,8918947,Caution,8,2,5,12,30977987,Non conforme,Non,Non
Services,8979822,Caution,6,6,2,15,13102452,Non conforme,Oui,Non
Services,7968032,Retenu,3,3,5,13,14950005,Non conforme,Oui,Non
Services,8712413,Retenu,8,10,5,16,25316051,Non conforme,Oui,Non
Services,6826909,Caution,4,4,0,19,10983696,Conforme,Non,Oui
Services,8883126,Caution,6,7,0,15,37043860,Conforme,Non,Oui
Fournitures,4603516,Aucune,6,5,4,16,23545440,Non conforme,Oui,Non
Fournitures,4707893,Caution,6,1,4,19,36043491,Non conforme,Non,Oui
Travaux,7979381,Retenu,3,3,1,12,13358844,Conforme,Oui,Non
Travaux,9227373,Aucune,8,4,1,20,46677753,Non conforme,Non,Oui
Fournitures,5329893,Aucune,6,6,2,20,38837090,Non conforme,Non,Oui
Fournitures,7160574,Caution,6,6,1,12,33737377,Non conforme,Non,Non
Fournitures,8892732,Aucune,6,10,0,10,28109349,Non conforme,Non,Non
Travaux,6484598,Retenu,4,5,2,14,42267088,Conforme,Oui,Non
Travaux,4777112,Caution,3,2,5,17,21865120,Conforme,Non,Oui
Services,6898645,Aucune,6,3,0,12,28035355,Conforme,Non,Oui
Services,8332648,Retenu,3,8,2,19,13906101,Conforme,Oui,Non
Fournitures,7573759,Aucune,4,2,5,16,12683485,Non conforme,Oui,Non
Services,5062950,Aucune,4,3,0,20,25089876,Non conforme,Oui,Non
Travaux,8004117,Aucune,3,1,5,12,17716650,Conforme,Oui,Non
Travaux,9548963,Retenu,6,3,5,20,32590785,Non conforme,Oui,Non
Fournitures,5108260,Aucune,6,3,5,16,41380722,Non conforme,Oui,Non
Travaux,8654530,Aucune,6,7,2,10,41039753,Conforme,Oui,Non
Travaux,8263475,Retenu,8,8,4,16,29394233,Conforme,Oui,Non
Travaux,8824331,Caution,3,2,0,15,11102208,Conforme,Oui,Non
Fournitures,4388573,Caution,3,1,2,10,32558536,Non conforme,Oui,Non
Fournitures,5567924,Aucune,4,8,0,15,43623424,Conforme,Oui,Non
Services,4598007,Retenu,8,7,2,12,41821768,Non conforme,Non,Non
Services,7297412,Caution,6,2,3,13,40316410,Non conforme,Oui,Non
Services,9119506,Retenu,8,1,5,16,32492220,Conforme,Oui,Non
Services,9737920,Retenu,3,7,2,14,44771968,Conforme,Non,Oui
Travaux,8346413,Aucune,3,2,0,17,28146535,Conforme,Oui,Non
Fournitures,7378345,Aucune,6,2,3,20,47607943,Non conforme,Non,Oui
Services,7633453,Aucune,6,4,2,17,21161534,Non conforme,Non,Oui
Services,4346289,Caution,6,7,4,15,45050542,Conforme,Non,Oui
Services,7212251,Retenu,4,6,4,20,21074482,Conforme,Non,Oui
Travaux,8865616,Retenu,8,1,0,10,49785764,Conforme,Non,Oui
Travaux,5928679,Retenu,3,3,4,10,30781748,Non conforme,Oui,Non
Services,6106803,Caution,6,3,1,14,31784046,Non conforme,Oui,Non
Fournitures,7103227,Aucune,4,9,1,15,20823417,Conforme,Oui,Non
Services,4882179,Aucune,4,6,1,14,33756252,Non conforme,Non,Oui
Services,8397141,Aucune,6,2,3,17,40080325,Conforme,Non,Oui
Travaux,8362057,Retenu,3,3,4,13,12251483,Non conforme,Non,Non
Fournitures,4273450,Retenu,3,6,2,14,36185294,Conforme,Oui,Non
Travaux,5378699,Aucune,8,10,1,17,10612340,Non conforme,Oui,Non
Fournitures,9173355,Caution,6,4,1,13,46784670,Conforme,Oui,Non
Services,6102597,Caution,3,8,2,17,27771902,Conforme,Oui,Non
Travaux,6147271,Aucune,8,10,4,13,15467298,Conforme,Oui,Non
Travaux,9317283,Aucune,8,9,3,17,27030431,Non conforme,Non,Oui
Services,6385873,Retenu,8,8,0,20,27684943,Conforme,Oui,Non
Travaux,4662324,Caution,6,6,3,10,17447664,Non conforme,Non,Non
Fournitures,5344871,Retenu,3,3,4,16,29692647,Conforme,Non,Oui
Fournitures,5280176,Retenu,4,2,3,11,29291159,Non conforme,Oui,Non
Fournitures,6784022,Aucune,3,5,5,18,18761694,Non conforme,Non,Oui
Services,6375565,Retenu,8,7,5,11,11555998,Conforme,Non,Oui
Services,5353584,Aucune,8,6,0,16,29829380,Conforme,Non,Oui
Services,8216914,Aucune,6,10,4,10,48182578,Non conforme,Oui,Non
Services,7640331,Aucune,6,8,3,12,10533040,Non conforme,Oui,Non
Services,4288218,Aucune,3,2,4,14,22022682,Conforme,Non,Oui
Travaux,8174201,Caution,4,6,1,11,34901410,Conforme,Non,Oui
Services,7745153,Retenu,4,4,4,19,14017125,Non conforme,Oui,Non
Fournitures,6664203,Caution,6,4,1,20,27033340,Conforme,Oui,Non
Fournitures,8932395,Retenu,3,9,4,20,35252100,Conforme,Oui,Non
Fournitures,7559804,Aucune,4,8,5,12,25914307,Non conforme,Oui,Non
Travaux,4617408,Caution,3,2,5,12,17457422,Conforme,Oui,Non
Travaux,5556278,Retenu,4,5,2,12,22515610,Conforme,Non,Oui
Services,7350526,Aucune,8,1,0,11,12650498,Conforme,Non,Oui
Travaux,9355285,Aucune,3,8,1,11,40060269,Non conforme,Non,Non
Services,7541329,Aucune,6,6,1,12,40375169,Non conforme,Non,Non
Travaux,6556245,Aucune,3,4,1,12,23999873,Non conforme,Oui,Non
Services,9268672,Aucune,4,9,2,15,28896052,Non conforme,Non,Non
Travaux,7073295,Retenu,8,2,4,11,16358555,Conforme,Oui,Non
Travaux,8049855,Caution,8,9,2,20,43361895,Non conforme,Non,Oui
Fournitures,7401519,Aucune,4,10,2,17,46246648,Conforme,Non,Oui
Travaux,9836528,Retenu,8,5,5,13,46514137,Conforme,Oui,Non
Fournitures,4903095,Caution,3,5,4,17,17189083,Non conforme,Non,Oui
